,v1,v2
4560,ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
1089,ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.
3270,spam,You have 1 new voicemail. Please call 08719181513.
2319,ham,In which place do you want da.
4872,ham,Lol! Oops sorry! Have fun. 
288,ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
930,ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
3127,ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
2945,ham,make that 3! 4 fucks sake?! x
4267,ham,Hey so whats the plan this sat? 
5062,ham,Ok i also wan 2 watch e 9 pm show...
4139,ham,Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?
5000,ham,"Nope. Since ayo travelled, he has forgotten his guy"
4072,ham,Was the actual exam harder than NBME
942,spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
2354,ham,R we going with the  &lt;#&gt;  bus?
4803,ham,"Er, hello, things didn‰Û÷t quite go to plan ‰ÛÒ is limping slowly home followed by aa and with exhaust hanging off"
4813,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
5197,ham,I like cheap! But i‰Û÷m happy to splash out on the wine if it makes you feel better..
1698,spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
5247,ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
3654,ham,Senthil group company Apnt 5pm.
5566,spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
3473,ham,", how's things? Just a quick question."
3796,ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
985,ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes
3957,ham,So i could kiss and feel you next to me...
2702,ham,"Omw back to tampa from west palm, you hear what happened?"
2754,ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.
5322,ham,"Thanks, I'll keep that in mind"
981,ham,Reckon need to be in town by eightish to walk from * carpark.
3076,ham,There is no sense in my foot and penis.
5074,spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921"
3001,ham,"Excellent, I'll see what riley's plans are"
3914,ham,Ard 530 lor. I ok then message Ì_ lor.
3635,ham,"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\"""""
4235,spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
2929,ham,Wat's my dear doing? Sleeping ah?
5563,ham,Ard 6 like dat lor.
1457,spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Callså£1/minmoremobsEMSPOBox45PO139WA
1395,ham,Thats cool! I am a gentleman and will treat you with dignity and respect.
264,ham,Why you Dint come with us.
3881,ham,Short But Cute: \Be a good person
929,spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy
3789,ham,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
2937,ham,Hey i've booked the pilates and yoga lesson already... Haha
2400,ham,Hi! This is Roger from CL. How are you?
2178,ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday"
3322,ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
246,ham,I asked you to call him now ok
1594,ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
1758,ham,Sorry i'm not free...
5418,ham,So how are you really. What are you up to. How's the masters. And so on.
4420,ham,Still at west coast... Haiz... ÌÏ'll take forever to come back...
923,ham,She went to attend another two rounds today..but still did't reach home..
5066,spam,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 
268,ham,The evo. I just had to download flash. Jealous?
669,ham,Did u receive my msg?
3382,ham,K... Must book a not huh? so going for yoga basic on sunday?
1910,ham,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
4475,ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
1152,ham,Ok i go change also...
5364,spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
4824,ham,I am going to sleep. I am tired of travel.
2591,ham,Still work going on:)it is very small house.
4801,ham,Reverse is cheating. That is not mathematics.
1781,ham,";-( oh well, c u later"
2413,ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
2307,spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
2678,ham,Was playng 9 doors game and gt racing on phone lol
3691,ham,No i am not having not any movies in my laptop
1915,ham,Its not that time of the month nor mid of the time?
612,ham,I have many dependents
4419,ham,Ok i msg u b4 i leave my house.
2267,ham,Finish liao... U?
2533,ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
39,ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
1898,ham,Wat would u like 4 ur birthday?
1649,ham,ITS A LAPTOP TAKE IT WITH YOU.
3026,ham,You still at the game?
258,spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
2434,ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
847,ham,I am in office:)whats the matter..msg me now.i will call you at break:).
4084,spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
4731,ham,Wat time r Ì_ going to xin's hostel?
3683,ham,Dad says hurry the hell up
1233,ham,Lol ok. I'll snatch her purse too.
1127,ham,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay"
3044,ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
1967,ham,Even i cant close my eyes you are in me our vava playing umma :-D
558,ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?
904,ham,"We're all getting worried over here, derek and taylor have already assumed the worst"
2614,ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know."
484,ham,You should change your fb to jaykwon thuglyfe falconerf
2211,ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
1320,ham,"Just sent again. Do you scream and moan in bed, princess?"
5439,ham,Hey i've booked the 2 lessons on sun liao...
2555,spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
7,ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
2315,ham,That's significant but dont worry.
4725,ham,Jason says it's cool if we pick some up from his place in like an hour
4058,spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP
3949,ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
1450,ham,Msg me when rajini comes.
1201,ham,I know she called me
2426,spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
2648,ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls."
1814,ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
773,ham,I wil be there with in  &lt;#&gt;  minutes. Got any space
2274,ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip
1011,ham,"I just got home babe, are you still awake ?"
3483,ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
3624,ham,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
1991,ham,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
1277,ham,Dont put your phone on silent mode ok
1783,ham,No dear i do have free messages without any recharge. Hi hi hi
4265,ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
446,ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. "
880,spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
4972,ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
781,ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?"
2651,ham,"Text me when you get off, don't call, my phones having problems"
5412,ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
1749,ham,DO NOT B LATE LOVE MUM
2126,ham,You do got a shitload of diamonds though
4603,ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!
2423,ham,Lmao but its so fun...
5437,ham,Am slow in using biola's fne
4898,ham,"Haha, that was the first person I was gonna ask"
883,ham,Dude we should go sup again
4342,ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
1091,ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.
3988,ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
3630,ham,Thank you princess! You are so sexy...
531,ham,What Today-sunday..sunday is holiday..so no work..
3519,ham,No it will reach by 9 only. She telling she will be there. I dont know
2438,ham,I not busy juz dun wan 2 go so early.. Hee.. 
4522,ham,Actually I decided I was too hungry so I haven't left yet :V
4105,ham,K then 2marrow are you coming to class.
3682,ham,When did i use soc... I use it only at home... ÌÏ dunno how 2 type it in word ar...
4566,ham,But you were together so you should be thinkin about him
2290,ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X."
1727,ham,I went to project centre
610,spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222
570,ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...
3631,ham,Oooh I got plenty of those!
3750,ham,"Haha... Sounds crazy, dunno can tahan anot..."
343,ham,Am not interested to do like that.
3715,ham,Networking technical support associate.
4914,ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! 
434,ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
1903,spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
97,ham,i see. When we finish we have loads of loans to pay
4831,ham,Rats. Hey did u ever vote for the next themes?
2069,spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p "
